,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0070887,BP,cellular response to chemical stimulus,2927,707,0.273988118741046,1,BCL2L11;MIR1224;SH2B3;DNM1L;IL18BP;TRAP1;OPTN;AKAP9;CDK2;ADAM10;FLOT1;SPRY1;RAMP1;CDKN1B;AKAP8;CDKN1C;LANCL1;ABCA7;MICU1;NOD1;NDRG1;RACK1;TAB1;BAIAP2;SYNCRIP;CIB2;CXCL13;SORBS1;TXNRD2;PRPF8;CES1;KLF1;CXCR6;B3GNT2;GNB5;ADCY2;FRS2;MALT1;ADCY3;EHD1;STIP1;ADIRF;FERMT2;RIPK3;ABHD2;ADCY5;CHGA;CORO1A;FSTL1;FAM107A;ADAMTS7;CHEK2;IRAK3;EGLN3;PADI2;HRH3;IL17F;CHRM2;VPS26B;LYST;CHRM3;PARK7;CHRM5;ADCY8;C1QTNF4;TNFRSF13C;IL22RA2;AGAP3;AP3S1;GSTO2;JAML;CCR1;CCR7;ACKR2;CMKLR1;PLK5;CNR2;COL1A1;COL2A1;COL4A1;COL4A2;COL6A1;COL16A1;CPNE4;CMBL;NCOA7;PACRG;CPS1;CPT1A;PXDNL;ATF6B;CRIP1;CRKL;GATA5;PARP1;SYT9;SESN3;CSF2RB;CSK;CSNK1D;CTBP2;DCST1;CTSB;CTSH;GDF7;DAB2IP;CYBA;CYP1A1;CYP1B1;CYP2A7;GRK2;CYP2F1;CYP24A1;DAPK1;DAPK3;DDC;DDIT3;DDX5;DHX9;BMPER;GSDME;DHX36;DIAPH1;DLG2;DLG4;DNMT3A;DOK1;DTYMK;E2F1;EFNA5;MEGF8;EGFR;EGR1;EGR2;EIF2S1;ANO6;EIF4A2;EIF4EBP2;EIF5A;FLCN;ENO1;DMTN;EPHA8;HIPK1;AK4;STX2;AKT1;ERN1;ESD;ESRRB;ESRRG;ETS1;EXT1;F7;ACSL1;PTK2B;BPTF;FBN1;LEMD2;ELAPOR2;FGF3;FGF4;FGF8;FGFR1;PPM1E;ADNP2;NLGN1;SBNO2;ATF6;PEG10;FOXO3;ZNF423;AKR1B1;KDM6B;LRCH1;FLNB;KANK1;CYFIP1;SYT11;SULF1;FLT4;SATB2;CUX2;PIP5K1C;ATP13A2;LEPROTL1;DDAH1;FAM89B;SLC7A11;SHPK;SDF2L1;FLRT1;ALK;ALPL;FSHR;NR5A2;FUT8;FYN;XRCC6;GAB1;GABPA;GABRB1;GABRB3;BAMBI;ABTB2;SGMS1;SIN3A;TIPARP;IPCEF1;LDLRAP1;ZBTB20;GCK;IL36RN;GDNF;GFI1;GHR;GHRHR;GHSR;CYFIP2;GJB2;NSG1;FOXP1;B3GAT1;SNX5;CPNE7;IL37;GCLC;STK39;GLRA1;HTRA2;GNA15;GNAL;GNAO1;GNAQ;GNAS;CCR10;RNF149;GPR27;TRARG1;GPX1;ANK3;GPX5;GPX7;GRB10;RAPGEF1;DCPS;RGCC;KLF15;GRIN1;NR3C1;MRPL15;CXCL2;GSK3A;GSTM1;GSTP1;SNX10;UBIAD1;SLC25A24;HCK;EHD4;HHEX;HIVEP1;HK2;HLA-DRB1;HMGCS1;AOX1;APAF1;HNRNPA1;HOXA2;HPGD;MT1DP;HRH2;PRMT2;HSPA1A;HSPA1L;HSPA2;HSPB1;APLP1;APOA1;HTR4;HTR6;APOB;ICAM1;RAB43;VWA2;APOE;IGF1R;IGF2;IL5RA;IL10RA;IL12A;IL12RB1;IL12RB2;ILK;INSR;IRAK2;IRF7;ISL1;ITGB2;ITGB5;ITPKB;JAK1;JAK2;JARID2;JUN;JUP;KCNA1;KCND2;NRROS;VWC2;AGRN;SLC27A1;KCNQ1;MALAT1;KIF5B;KRAS;KRT8;SERP2;RHOB;LDLR;LEPR;LGALS1;LHCGR;LIFR;LIMS1;LRP1;LRP5;LTBP3;LTK;CD180;LYN;SMAD2;ARRB2;MAP1B;MAPT;MAT2A;MAX;MCM2;MDM2;MAP3K5;MET;MGAT3;MGMT;MGST2;MGST3;MIF;MMP2;MNDA;ABCC1;ASS1;MSR1;MSRA;MX1;MYC;MYLK;MYO1C;PPP1R12A;ATF3;NCK1;ATIC;ATM;NEO1;ATP1A1;ATP1A3;NFKBIA;NFKBIL1;NGF;NGFR;NME2;NODAL;NOS1;CNOT2;NPM1;NTRK3;ROR2;ATP2B4;OPRD1;OPRK1;OPRM1;OXCT1;P2RX3;P2RY1;P4HB;FURIN;PCSK6;PAFAH1B1;CHST11;PAK1;PALM;PRKN;PAX2;KCNK4;HP1BP3;SOST;SIDT2;LEF1;HSPA14;CRIM1;ZBTB7A;PDE2A;BIN2;PDE4B;YTHDF2;IP6K2;CTDSPL2;PDE8A;CHMP5;PDGFB;PDGFRA;PDK2;PDK4;NLK;WWOX;PENK;PFKP;PGF;ATP6V1A;SERPINB6;PIK3R1;PIK3R2;PITX3;BCL11A;PLEC;PML;POLG;SSH1;TOLLIP;SMOX;POU3F2;DLL4;EGLN1;PAF1;LEPROT;RNF111;CYP2W1;MTARC2;AUP1;ANO1;ANKZF1;LRRC8D;PPP3CA;PPP5C;SMPD3;SLC30A10;FERMT1;KIF16B;PRKAA2;SYBU;PARVA;MBD5;PRKCA;TRERF1;PRKCE;LMO3;PRKCZ;MAPK1;SULF2;BAIAP2L1;MAPK8;MAPK10;PDGFC;MAP2K3;MAP2K5;MAP2K6;IL36G;CCL28;PSEN1;UGGT1;PMEPA1;ENY2;RGMA;ZMIZ1;BAD;PTCH1;PTGER4;PTK2;GRAMD1B;AHRR;RPTOR;PTK6;SEMA6A;PREX1;JCAD;CPNE5;PTPRE;PTPRN2;CXCL16;PXN;CACTIN;RRAGD;LY6G6D;RAD52;RAP1A;RAP1B;RAP1GAP;RARB;RB1;SIGIRR;TRPV4;RELB;RGS4;ROBO1;RORA;RORC;RPS6KA2;RXRB;RXRG;RYR1;RYR2;BDNF;S100A9;S100B;SCN2A;CCL18;CCL22;CCL23;UBE2O;PRDM16;SELPLG;SMOC2;NOD2;SFRP1;TRA2B;NXN;GREM2;HHIP;SMYD3;MTARC1;CREB3L2;BMI1;NIBAN2;SIX1;SKI;SLC1A3;BMP4;NADK;BMP6;SLC8A1;SLC8A3;SLC9A1;BMP8B;SLIT3;AACS;RASL11B;SOD3;SOS1;SOX5;SPI1;SRC;SRD5A1;SREBF1;SST;SSTR5;ZFP36L1;STAR;STAT1;BSG;SYT1;SYT5;TAF7;KLF5;TBX1;TFAP2A;TFAP2B;TFAP4;TFR2;TGFB1I1;TGIF1;TGM2;THBS4;THPO;THRA;TLE4;ACTG1;NR2E1;CLEC3B;TNF;TP53;TPO;TPR;HSP90B1;TRAF2;TRH;TRPC6;TRPM2;TSC2;TSHR;C5;CCR2;TYK2;UBE2D1;UBE3A;UCP2;UCP3;TRPV1;WNT7A;WNT7B;WNT9A;XRCC4;YES1;LDLRAD4;ZFP36;ZNF8;ZNF16;PCGF2;CACNA1A;PAX8;SEMA3B;TNIP2;BAG6;CALB1;ADIPOR2;NDNF;TMEM204;VEPH1;ECHDC3;PYROXD1;TNIP3;DNAJB14;NR4A3;ZC3H12A;FUZ;HSD3B7;PDCD1LG2;KMT2D;HMGA2;ACTN4;WNT5B;TCL1A;OR51E2;LBH;CAPN2;CAPN3;CCDC3;HYAL3;SNX25;ADGRV1;DTNBP1;BCAR3;ARID5B;NLRC5;CHD6;LRRC8C;LTBP4;STK24;PRXL2A;DDI2;AKT1S1;RASAL1;CUL3;DGAT2;CAT;TMTC4;PIK3R3;YBX3;MICALL1;CAV2;RUNX2;STC2;USO1;TP63;TNKS;RNMT;FADD;RGS9;ACTN2;IL1RL2;IL18R1;FGF17;ALDH1A2;DDX18;CACNA1H;BAIAP3;CCND3;WNT3A;NAT1;BRSK2;CCRL2;SEMA5A;MCU;ZFAND2A;ACVR1B;USP8;NEURL1;PLXNA4;HTR3B;SLC33A1;ACVR2A;CD4;MTSS2;LRAT;NUMBL;NREP;HMGN3;TRIP4;KL;ZFYVE9;LPXN;NTN1;AIM2;MAP4K4;LY86;CD36;ONECUT2;SCARB1;ADAMTS3;BAG4;BAG3;BCAR1;NR1D1;PRDX6;CD44;CD47;NCOR2;ABCG1;GNA14;CTR9;LPIN2;DOCK4;HDAC9;RIPOR2;HDAC4;KEAP1;ZEB2;C2CD5;MAGI2;GFPT2;CCS;CDC42;CDH1
GO:0071402,BP,cellular response to lipoprotein particle stimulus,36,11,0.274032309970057,1,CDH13;CES1;AKT1;HMGCS1;APOE;ITGB2;LDLR;SMPD3;CD36;ABCG1;CD81
GO:0002822,BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,162,37,0.274181610026848,1,ADA;PARP3;MALT1;RIPK3;CLC;SLC15A4;ZBTB1;IL4I1;HLA-DRA;HLA-DRB1;HLA-E;HLA-F;HLA-G;IL2;IL12A;IL12RB1;MLH1;MSH2;SHLD2;PRKCZ;AZGP1;HMCES;NECTIN2;NOD2;TNF;C3;TRAF2;C4BPA;CCR2;FZD5;ZC3H12A;NDFIP1;LOXL3;FADD;IL18R1;CD1D;CD1E;CD4;CD81
GO:0042048,BP,olfactory behavior,9,4,0.274337345927258,1,ADCY3;GJB4;LMX1A;SHANK1
GO:0008210,BP,estrogen metabolic process,37,8,0.274368388086904,1,COMT;CYP1A1;CYP1B1;CYP19A1;TIPARP;RDH8;PDGFRA;STAR
GO:0046839,BP,phospholipid dephosphorylation,42,13,0.274407669115259,1,MTMR11;CHRM5;EPHX2;INPP5F;INPP5A;INPP5D;INPPL1;PLPPR1;INPP5E;PLPPR2;PLPP2;SYNJ2;PLPPR4;FIG4
GO:0060087,BP,relaxation of vascular associated smooth muscle,7,3,0.27442385492068,1,ADORA1;KCNMA1;PRKG1
GO:0031548,BP,regulation of brain-derived neurotrophic factor receptor signaling pathway,3,2,0.274425729134299,1,FSTL4;BDNF
GO:0008016,BP,regulation of heart contraction,195,54,0.274679015372911,1,ADA;AKAP9;GLRX3;CELF2;CHGA;BVES;CHRM2;FOXN4;ADORA1;GRK2;DLG1;KCNG2;GNAO1;CTNNA3;GSK3A;IL2;ISL1;JAK2;JUP;KCND3;KCNJ5;KCNJ12;KCNQ1;MDM2;ATP1A1;ATP1A3;ATP1B2;NOS1;ATP2B2;ATP2B4;TNNI3K;PDE4B;PDE4D;ATP5PF;SPTBN4;RGS4;RYR2;S100A1;SHOX2;SLC8A1;SLC8A3;SLC9A1;SREBF1;TACR3;TBX2;TBX5;THRA;TRPV1;CACNA1C;CACNA1D;CACNB2;CALM1;ZC3H12A;CALM2;CACNA1H;CACNA1G;HDAC4
GO:0030010,BP,establishment of cell polarity,139,45,0.275005781754412,1,UST;SPRY1;RACK1;ARFGEF1;SPAG5;PARD3B;CCR7;CRKL;ANKFN1;PTK2B;RUFY3;SIPA1L3;KANK1;CLASP1;FAM89B;LAMA1;GSN;HSP90AA1;KIF25;MYO18A;MAP1B;MAP4;MYH9;NEK3;PAFAH1B1;PAK1;WDPCP;PKHD1;NDE1;KIF26B;FERMT1;FRMD4A;PRKCZ;NSFL1C;PARD3;PTK2;CAMSAP3;SHTN1;RAP1B;WNT7A;BRSK2;ZW10;CYTH3;CYTH1;RIPOR2;ARHGEF11;CDC42
GO:0042327,BP,positive regulation of phosphorylation,778,203,0.275031087638736,1,SH2D3C;AKAP9;TENM1;TNK2;FLOT1;GDF11;CDKN1B;RACK1;TAB1;MERTK;MALT1;FERMT2;RBPMS;RIPK3;GLMN;CHEK2;AKAP13;CD300A;PARK7;ADCY8;NIBAN1;CCR7;CNTN1;PRRC1;ADORA1;CLDN3;CRKL;CSK;CSNK1D;CSPG4;PIK3R6;MOB3C;PROM2;GDF7;DAB2IP;DAB1;DGKQ;DLG1;DLG4;DOCK3;DSCAM;DVL2;EFNA1;EFNA5;EGFR;EGR1;FLCN;EMP2;EPHA8;EPHB2;EPHB6;AKT1;ERN1;ACSL1;PTK2B;FGF3;FGF4;FGF8;FGFR1;ATG14;TPX2;LIMCH1;TAB2;FLT4;ALK;SPDYA;FYN;XRCC6;ZBTB20;GHR;LAT;SLCO3A1;IFNL1;RSPO1;RGCC;GSK3A;ANXA2;NRG1;EHD4;HLA-DRB1;HRAS;HSPA2;HSP90AA1;ICAM1;IGF1R;IGF2;IL2;IL11;IL12A;ILK;INCENP;INHBC;INSR;ISL1;JAK2;SLC27A1;KRAS;LEPR;LTK;LYN;ARRB2;MAPT;MAP3K5;MET;MIF;NEDD9;NGF;NODAL;NOS1;NPM1;NTRK3;ROR2;ATP2B4;OPRD1;P2RY1;PAK1;PRKAG2;PDE8A;PDGFB;PDGFRA;ENPP2;PFKFB2;PGF;BANK1;AVP;PRR5;AMBRA1;PRKAA2;VAC14;PRKCZ;MAPK1;PDGFC;MAP2K3;MAP2K5;MAP2K6;MAP2K7;PSEN1;BAD;CEMIP;PTK2;RPTOR;PTK6;ALS2;RANBP2;RAP1A;ROBO1;BDNF;NOD2;SMYD3;BMP4;BMP6;BMP8B;CAPRIN2;SRC;STK3;TAL1;TBX1;TEC;TEK;TGFA;THBS4;THPO;TNF;TP53;C3;TRAF2;TRPC6;VAV2;YES1;ZNF16;DDR1;FZD5;ADIPOR2;BORA;CALM1;DBF4B;CALM2;ZFP91;HMGA2;CDK2AP1;TCL1A;AXIN1;BCAR3;SPATC1L;CAMKK1;TTBK1;PIK3R3;DGKZ;KNDC1;SLC4A4;FGF17;CCK;SQSTM1;CCND3;WNT3A;ACVR1B;NEURL1;MAP3K13;ACVR2A;CD4;CD36;BAG4;CD44;TRAF4;CD81;CDC25B;CDC42
GO:0010918,BP,positive regulation of mitochondrial membrane potential,11,4,0.275354634290003,1,CTNS;MTLN;AKT1;BAD;TCL1A
GO:0060406,BP,positive regulation of penile erection,5,2,0.275402675967411,1,P2RY1;VIP
GO:0071706,BP,tumor necrosis factor superfamily cytokine production,179,40,0.275424830226482,1,AKAP8;NOD1;ARFGEF2;IRAK3;IL17F;C1QTNF4;CYBA;DHX9;NLRC3;EPHB2;SYT11;GHSR;FOXP1;IL37;GSTP1;HLA-E;HSPB1;ISL1;JAK2;MIR101-1;ARRB2;MIF;MMP8;NFKBIL1;CLEC4A;PIK3R1;SETD4;PSEN1;CACTIN;SELENOK;TRIM27;NOD2;CCR2;ZFP36;FZD5;ZC3H12A;FRMD8;FADD;CD36;CD47
GO:1903555,BP,regulation of tumor necrosis factor superfamily cytokine production,179,40,0.275424830226482,1,AKAP8;NOD1;ARFGEF2;IRAK3;IL17F;C1QTNF4;CYBA;DHX9;NLRC3;EPHB2;SYT11;GHSR;FOXP1;IL37;GSTP1;HLA-E;HSPB1;ISL1;JAK2;MIR101-1;ARRB2;MIF;MMP8;NFKBIL1;CLEC4A;PIK3R1;SETD4;PSEN1;CACTIN;SELENOK;TRIM27;NOD2;CCR2;ZFP36;FZD5;ZC3H12A;FRMD8;FADD;CD36;CD47
GO:0006955,BP,immune response,1602,345,0.275429816207352,1,ADA;PARP3;IL18BP;TRIM10;OPTN;G3BP1;CDH17;TENM1;TNK2;FLOT1;IGSF6;AKAP8;CRISP3;NOD1;ADARB1;TRIM38;SYNCRIP;UBD;CXCL13;RBCK1;CXCR6;ZMYND11;MALT1;RIPK3;TRIM31;BTN3A2;CHGA;CORO1A;CHIT1;IRAK3;IL17F;VPS26B;LYST;CD300A;PARK7;PGLYRP2;FCRL3;TNFRSF13C;BATF2;CLC;SLC15A4;CCR1;CCR7;ACKR2;CMKLR1;LTB4R;CNR1;CNR2;FCRLB;IRAK1BP1;TRIM40;CRIP1;CRKL;CRP;BPIFA2;DEFB129;CSK;LACC1;PIK3R6;SLFN13;GCSAML;DCST1;RNF187;CTSH;DAB2IP;CYBA;NKX2-3;DAPK1;DAPK3;ZFPM1;DHX9;CFD;COCH;DHX36;NLRP6;NLRC3;UNC13D;EMP2;TUBB;ETS1;EXT1;PTK2B;FCN1;FCN2;ZBTB1;SBNO2;SCAP;RAP1GAP2;KDM6B;GRAMD4;FLNB;RFTN1;PLEKHM2;SYT11;COTL1;CLEC5A;FYB1;FYN;XRCC6;ZNF683;WFDC11;IL4I1;SIN3A;IL36RN;GFI1;LAT;LAMP3;FOXP1;IL37;SIT1;CRCP;GP2;CCR10;IFNL1;TRIM59;GPX1;RGCC;NDUFAF4;DROSHA;CXCL2;BLNK;ZDHHC1;GZMM;HCK;HLA-DMB;HLA-DPB1;HLA-DQB1;HLA-DQB2;HLA-DRA;HLA-DRB1;HLA-E;HLA-F;HLA-G;APCS;HRAS;HRH2;HSPA1A;HSP90AA1;APOA1;ICAM1;RAB43;APOE;IGF1R;IL2;IL5RA;IL12A;IL12RB1;INPP5D;IRAK2;IRF2;IRF7;ISG20;ITGAL;ITGAX;ITGB2;JAK1;JAK2;NRROS;KCNJ8;KCNN4;KIF5B;KRT1;CLEC12B;LAMP1;TRIM61;LCK;LFNG;LGALS1;LRP1;LTB;CD180;LYN;ARRB2;MBP;MAP3K5;MICB;MIF;MLH1;MNDA;MSH2;ASS1;MX1;MYO1C;NFATC2;NFKB2;NFKBIA;NFKBIL1;OPRD1;OPRK1;OPRM1;FURIN;PAK1;PAX5;TRAT1;CLEC4A;LEF1;HERC5;NT5C3A;PDE4B;PDE4D;YTHDF2;ENPP2;PLA2G5;PLD2;PLEC;PML;TRIM34;TOLLIP;APBB1IP;SHLD2;BTN2A3P;LIME1;BANK1;ATG16L1;RNF31;ARL8B;STYK1;PRG2;DOCK10;LYAR;PRKCE;PRKCH;PRKCZ;MAPK1;MAPK8;MAPK10;MAP2K6;MAP2K7;AZGP1;IL36G;CCL28;PSEN1;TRIM39;HMCES;PTGER4;PTK2;ADGRB1;PTK6;WDFY1;PTPRS;NECTIN1;NECTIN2;CXCL16;CACTIN;SELENOK;RAB27A;RAP1A;RAP1GAP;RELB;TRIM27;RFX1;BACH2;RORA;RORC;RPL30;S100A9;S100A13;CCL18;CCL22;CCL23;SECTM1;BLK;SEMG1;SEMG2;NOD2;ERAP2;RAB17;STMP1;BMI1;ST6GAL1;ST3GAL1;BMP6;SOS1;SPI1;SRC;STAR;STAT1;STXBP2;TAP1;TAPBP;TCF12;TEC;THY1;ACTG1;TNF;C1R;TP53;C3;TRAF2;C4BPA;C5;CCR2;TYK2;VAV2;VGF;YES1;ZAP70;TRIM26;ZNF175;FZD5;TNIP2;BAG6;RHBDF2;ARMC5;TNIP3;NR4A3;ZC3H12A;ULBP2;ULBP1;RNF39;PDCD1LG2;NDFIP1;SLC7A5;ITCH;NLRC5;CARD11;LOXL3;AGBL4;DGKZ;CST7;APOL1;FCN3;TNK1;CD164;FADD;IL1RL2;IL18R1;RAB29;KYNU;TRIM15;MAP3K14;RNF8;CCRL2;CD1D;CD1E;CD3G;DDX21;CD4;IL32;MFHAS1;CD8B;BPIFB1;LPXN;TNFSF8;AIM2;LY86;CD36;CD38;BCAR1;NR1D1;CD47;CD48;PUM1;CD81;MATR3;G3BP2;CDC42
GO:0098953,BP,receptor diffusion trapping,9,4,0.275520302577067,1,CACNG3;DLG4;SHISA6;CACNG8
GO:0098970,BP,postsynaptic neurotransmitter receptor diffusion trapping,9,4,0.275520302577067,1,CACNG3;DLG4;SHISA6;CACNG8
GO:0099628,BP,neurotransmitter receptor diffusion trapping,9,4,0.275520302577067,1,CACNG3;DLG4;SHISA6;CACNG8
GO:0090313,BP,regulation of protein targeting to membrane,33,11,0.276010157992228,1,DMTN;STOM;MTCL1;FYN;ANK3;HRAS;ITGB2;MYO1C;PAK1;CEMIP;C2CD5
GO:0071393,BP,cellular response to progesterone stimulus,4,2,0.276065780171299,1,TRERF1;SRC
GO:1904848,BP,negative regulation of cell chemotaxis to fibroblast growth factor,4,1,0.27615362476021,1,CXCL13
GO:0019228,BP,neuronal action potential,31,10,0.27626855725423,1,ANK3;KCNA1;KCNA2;KCND2;P2RX3;SCN2A;SCN4A;SCN8A;CACNA1H;CACNA1G
GO:0071503,BP,response to heparin,7,3,0.276857546082856,1,EGR1;EXT1;SFRP1
GO:0006621,BP,protein retention in ER lumen,9,3,0.277015815483082,1,KDELR1;KDELR2;RER1;PDIA2
GO:1904328,BP,regulation of myofibroblast contraction,1,1,0.277133277567006,1,PDPN
GO:1900028,BP,negative regulation of ruffle assembly,7,3,0.277456960673158,1,KANK1;TACSTD2;ARHGAP24
GO:0032989,BP,cellular component morphogenesis,714,218,0.277527662002198,1,CDH4;DNM1L;CDH11;UST;ADAM10;FLOT1;TUBB3;ADARB1;BAIAP2;SEMA6B;NEBL;PDPN;IGF2BP1;B3GNT2;CFL1;CHL1;NCKAP1;VAX1;SOX30;TPPP;AKAP13;CHN1;PACSIN2;ZPBP2;CNP;TBC1D20;CSRP1;CTNND2;GDF7;CUX1;CNTN4;DAB2IP;DAB1;DCC;DHX36;DLG4;DSCAM;DVL2;EFNA1;EFNA5;MEGF8;EGFR;EGR2;ABCA2;CTTN;C9orf72;EPHA8;EPHB2;EPHB6;EVX1;EXT1;PHACTR1;FGF8;NTNG1;NLGN1;ZNF365;RUFY3;RIMS1;RAB21;UNC13A;HECW1;FSTL4;NFASC;PHLDB1;KANK1;CYFIP1;COBL;KIF13B;CUX2;NEDD4L;CLASP1;SZT2;FN1;MACF1;PLXNB2;FLRT1;FYN;SIN3A;TSKU;TENM4;SIPA1L1;SS18L1;CNTNAP2;DNM3;AUTS2;GDNF;CYFIP2;DISC1;GLI3;GOLGA4;LAMA1;ANK3;HOXA2;APBB1;HSP90AA1;BARHL2;APOE;ILK;ISL1;ITGB4;DRAXIN;KIF5B;KRT8;LAMA3;LMX1A;LRP1;MAP1B;MAPT;NEB;RERE;NEK3;NEO1;NGF;NGFR;NOTCH3;PAFAH1B1;PAK1;PRKN;PAX2;SHANK1;NIN;PDGFRA;ENPP2;ATP8A2;BCL11A;PLEC;PLXNA2;POU3F2;KIF1A;MAP1S;PPP3CA;DOCK10;ENAH;PRKCZ;PARD3;PSEN1;RGMA;PTCH1;PTK2;ADGRB1;HECW2;SEMA6A;DIP2B;NYAP2;ALS2;SHTN1;CPNE5;ADGRB3;SPTBN4;PTPRM;PTPRS;PTPRZ1;NECTIN1;NECTIN2;ROBO1;BDNF;S100B;ROBO3;SGK1;SHOX2;ISL2;NIBAN2;RAPH1;SLIT1;SLIT3;CAPRIN2;SOS1;SRC;SSBP1;AURKA;BSG;SYT1;CNTN2;THY1;ACTG1;NR2E1;TNNT3;TRIO;TRPC6;UBE3A;UGT8;VASP;VCL;WNT7A;WNT7B;DDR1;SEMA3B;SYNPO2L;SEMA6D;FHOD3;LHX3;CAMK2B;CAPN3;DTNBP1;ANKRD27;ULK1;RASAL1;KIRREL3;CNTNAP1;GAS7;SHANK3;KNDC1;ACTN2;CCK;ARHGEF7;WNT3A;KALRN;BRSK2;SEMA5A;PLXNA4;MYOM2;MAP3K13;NUMBL;LHX2;NRXN3;NTN1;MAP4K4;CD44;CUL7;PLPPR4;FIG4;CDC42
GO:0048104,BP,establishment of body hair or bristle planar orientation,3,2,0.277591137648176,1,ASTN2;CELSR1
GO:0048105,BP,establishment of body hair planar orientation,3,2,0.277591137648176,1,ASTN2;CELSR1
GO:1902175,BP,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,27,8,0.277647174175204,1,TRAP1;PARK7;PARP1;AKT1;HTRA2;GPX1;HSPB1;P4HB;PRKN
GO:0090297,BP,positive regulation of mitochondrial DNA replication,2,1,0.277686644482189,1,SSBP1
GO:0051497,BP,negative regulation of stress fiber assembly,29,10,0.277751659485001,1,DLC1;ARAP1;CLASP1;TACSTD2;MET;F11R;PIK3R1;ARHGAP28;CGNL1;PPFIA1
GO:0007182,BP,common-partner SMAD protein phosphorylation,6,3,0.277903548173952,1,SMAD2;PML;BMP4
GO:0035270,BP,endocrine system development,125,37,0.278267468199404,1,CDK6;CRKL;AKT1;ETS1;FGF8;GHRHR;GSK3A;HOXA3;HOXB3;APOA1;ISL1;SMAD2;NF1;NKX2-2;PBX1;SIDT2;PDGFRA;POU1F1;POU3F2;MAPK1;BAD;RAP1GAP;RHEB;SIX1;BMP4;BMP6;SRD5A1;TBX1;TG;THRA;PAX8;ARMC5;LHX3;ARID5B;ALDH1A2;GCM2;ONECUT2;CDH1
GO:0008347,BP,glial cell migration,51,16,0.278372143536216,1,CRKL;CSPG4;DAB2IP;DAB1;SUN1;DISC1;GLI3;HEXB;LRP1;MMP14;ATP1B2;P2RY1;PAFAH1B1;ZMIZ1;NR2E1;CCR2;BMERB1
